date,leader,fish_of_day,coords_raw,UTM_zone,easting,northing,elevation,lat_dec_deg,long_dec_deg,detection,detection_specific,loc_main,loc_specific,loc_comments,radio_freq,radio_id,active,temp_C,signal_strength,gain,surface_temp_C,depth_m,habitat_desc,odfw_spawn_area,comments
6/20/2017,Matt Wyatt,1,42 37.7279 N    121 52.1569 W::6/20/17 at 21:36:37 (UTC),10T,5.93E+05,4.72E+06,1407.2 M,42.628798 N,121.869282 W,trib,upper willy,Williamson R,,Camp road below sunnybrook,250,21,Y,13.2,48,,,,,,
7/14/2017,William Tinniswood,2,42 37.7160 N    121 52.1473 W::7/14/17 at 23:07:46 (UTC),10T,5.93E+05,4.72E+06,1327.1 M,42.628600 N,121.869122 W,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Picnic table hole,250,21,Y,13.2,125,81,,,,,
7/17/2017,William Tinniswood,8,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Old tuttle ranch below spring  creek. Rm 16,250,21,Y,13.2,,,,,,,
7/25/2017,Nick Hahlbeck,9,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Burr ave,250,21,Y,11.6,55,80,,,,,
8/29/2017,William Tinniswood,5,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,Picnic table hole,250,21,N,10.8,122,72,,,,,
9/11/2017,Jordan Ortega,4,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,,250,21,N,,,,,,,,
9/25/2017,William Tinniswood,7,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,Below Spring Creek,250,21,N,8.4,,,,,,,
10/16/2017,JA,57,,,,,,,,dead,dead,,,in flight williamson spring ck,250,21,N,,,,,,,,
10/23/2017,William Tinniswood,14,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,Picnic table hole  rm 16,250,21,N,7.6,,,,,,,
11/14/2017,William Tinniswood,2,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,Near Picnic Table Hole,250,21,N,,,,,,,,
11/29/2017,William Tinniswood,10,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,,250,21,,,,,,,,,
12/7/2017,William Tinniswood,1,,,,,,,,dead,dead,Williamson R,Mainstem: Spring Ck to Sprague,Picnic table hole,250,21,Y,4.4,,,,,,,
12/14/2017,JA,39,,,,,,,,dead,dead,,,in flight williamson below spring ck,250,21,N,5.2,,,,,,,
7/19/2018,NH,8,,,,,,,,dead,dead,Williamson R,,off burr ave near picnic table hole,250,21,N,,,,,,,,
8/16/2018,NH,9,,,,,,,,dead,dead,Williamson R,,picnic table hole,250,21,N,9.2,,,,,,,
4/14/2017,NH,13,,,,,,,,release,release,UKL,,Shoalwater Bay,250,22,Y,,,,,,,,release site
4/19/2017,NH,8,,,,,,42.40183,-121.95883,lake,lake,,,in flight,250,22,,,,,,,,,
4/22/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,22,Y,10.8,205,,,,,,"temp ranged 9.2-14, movement likely inward 6/22 evening"
4/23/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,22,Y,10.8,255,,,,,,"temp ranged approx. 7.6-12.4, movement likely outward overnight, with another few morning hours in range of outward antenna"
4/25/2017,999,2,,,,,,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Shoalwater bay,250,22,Y,9.2,,,,,,,
4/25/2017,NH,4,,,,,,42.40133,-121.95522,lake,lake,UKL,Central: Shoalwater Bay,shoalwater bay edge marsh,250,22,Y,9.2,85,,8.8,1.6,marsh,,
5/1/2017,999,4,42 23.7390 N    121 57.2316 W::5/1/17 at 19:51:15 (UTC),10T,5.86E+05,4.69E+06,1270.7 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake Shoalwater bay i 22 on 250 97 signal,250,22,Y,12.8,,,,,,,
5/7/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,22,Y,13.2,255,,,,,,"temp ranged 10.0-15.6, movement likely inward during evening"
5/25/2017,MR,7,,,,,,42.47115,-122.08856,trib,pelican bay,Pelican Bay,Pelican Bay,near harriman mouth,250,22,Y,10.8,128,,15.8,3,open water tannin,,
5/31/2017,Matt Wyatt,25,42 28.3587 N    122 05.0498 W::5/31/17 at 22:30:56 (UTC),10T,5.75E+05,4.70E+06,1258.2 M,42.472640 N,122.084148 W,trib,pelican bay,Pelican Bay,,Mouth of recreation,250,22,Y,11.6,60,72,15.9,1.5,,,
5/31/2017,MW,25,,,,,,42.47312,-122.08444,trib,pelican bay,Pelican Bay,Pelican Bay,pelican bay,250,22,Y,11.6,60,72,15.9,1.5,,,
6/7/2017,BOR,7,,10T,575725,4701791,,,,trib,pelican bay,Pelican Bay,,below crystal 100 yds,250,22,Y,13.2,254,,16.18,2.1,,,"Below Crystal/ 100yards/ WQ taken@ 1meter, pH 7.15, DO 8.38"
6/15/2017,Matt Wyatt,5,42 28.1440 N    122 04.8393 W::6/15/17 at 18:15:44 (UTC),10T,5.76E+05,4.70E+06,1263.1 M,42.469067 N,122.080655 W,trib,pelican bay,Pelican Bay,,2nd bouy,250,22,Y,11.6,85,73,12,,,,
6/21/2017,Matt Wyatt,3,42 27.8258 N    122 04.7379 W::6/21/17 at 20:38:46 (UTC),10T,5.76E+05,4.70E+06,1267.9 M,42.463763 N,122.078965 W,trib,pelican bay,Pelican Bay,,300 m northwest of barge,250,22,Y,15.6,114,75,20.3,,,,
6/21/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,22,,14.8,87,,,,,,"questionable detection, no activity and only 12 temp readings all on inward antenna, temp ranged 9.2-18.8"
7/10/2017,Jordan Ortega,14,42 31.2341 N    121 55.1057 W::7/10/17 at 22:59:21 (UTC),10T,5.89E+05,4.71E+06,1199.8 M,42.520568 N,121.918428 W,trib,lower willy,Williamson R,,Large rightward bend above moddoc pt bridge w\trees sticking out,250,22,Y,18.8,255,47,21.4,1.3,Edge of emergent vegatation,,
7/11/2017,NH,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: below Sprague,rivers dr at rightward bend in river,250,22,Y,18,100,65,,,,,
7/14/2017,William Tinniswood,4,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Above modoc point road,250,22,Y,19.6,,,,,,,
7/24/2017,Jordan Ortega,6,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Wide hole at right bend above modoc pt bridge,250,22,Y,18,140,65,19.6,4.1,Open water deep,,
7/25/2017,Nick Hahlbeck,23,,,,,,,,trib,lower willy,Williamson R,,Rivers dr rc,250,22,Y,18.8,70,70,,,,,
8/2/2017,William Tinniswood,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Modoc point bridge,250,22,Y,17.2,30,,,,,,
8/9/2017,William Tinniswood,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Modoc point bridge,250,22,Y,15.6,,,,,,,
9/7/2017,STATION,7,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,18,145,,,,,,"31 detections, temp ranged 16.4-18.8"
9/8/2017,STATION,12,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,15.6,228,,,,,,"459 detections, temp ranged 15.6-18.0"
9/9/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,17.2,73,,,,,,"6 detections, temp ranged 17.2-18.0"
9/10/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,16.4,100,,,,,,"67 detections, temp ranged 15.6-16.4"
9/12/2017,STATION,6,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,16.4,227,,,,,,"146 detections, temp ranged 15.6-18.8"
9/13/2017,William Tinniswood,15,,,,,,42.4631,-121.9782,lake,lake,UKL,,North williamson mouth north of tule point,250,22,Y,19.6,,,22.3,,,,
10/5/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,10,93,,,,,,"9 detections, temp ranged 10.0-11.6"
10/16/2017,JA,59,,,,,,,,lake,lake,,,in flight ukl N of williamson mouth,250,22,,,,,,,,,
11/9/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,5.2,180,,,,,,"45 detections, temp ranged   5.2-5.2"
11/10/2017,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,22,Y,6,213,,,,,,"38 detections, temp ranged     6-6.8"
12/14/2017,JA,40,,,,,,42.46303101,-121.975476,dead,dead,,,in flight UKL near williamson mouth,250,22,N,4.2,,,,,,,
2/8/2018,William Tinniswood,17,,,,,,"42 28'41.94""",121 58' 47.56,dead,dead,UKL,Williamson River mouth,West of williamson River mouth near levee breech,250,22,N,6,,,,,,,
5/24/2018,JO,10,,,,,,42.4773,-121.9777,dead,dead,,,,250,22,N,16.4,76,83,,,,,
9/4/2018,CD,4,,,,,,,,dead,dead,UKL ,"Near straights, east of entry.",,250,22,N,,,,,,,,
4/15/2017,NH,3,,,,,,,,release,release,UKL,,Shoalwater Bay,250,23,Y,,,,,,,,release site
4/25/2017,NH,7,,,,,,42.41471,-121.98246,lake,lake,UKL,Central: Shoalwater Bay,offshore NW shore shoalwater bay,250,23,Y,9.2,83,,9.1,4.1,,,
5/24/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,17.2,154,,,,,,"temp ranged 10.0-20.4, only picked up on outward antenna at night"
5/25/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,,16.4,90,,,,,,"questionable detection, only picked up twice, both on outward antenna but picked up day before and after"
5/26/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,16.4,174,,,,,,"temp ranged 14.0-19.6, only picked up on outward antenna in middle night/early morning"
5/31/2017,Matt Wyatt,26,42 27.4639 N    122 04.0342 W::5/31/17 at 22:43:46 (UTC),10T,5.77E+05,4.70E+06,1264.9 M,42.457732 N,122.067237 W,trib,pelican bay,Pelican Bay,,Mouth of p bay,250,23,Y,18,85,72,17,2.4,,,
5/31/2017,MW,26,,,,,,42.45782,-122.06705,trib,pelican bay,Pelican Bay,Pelican Bay,pelican bay mouth,250,23,Y,18,85,72,17,2.4,wocus,,
5/31/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,17.2,230,,,,,,"temp ranged 9.2-18.8, movement likely inward to barely past outward antenna in late afternoon, then outward in evening"
6/1/2017,STATION,5,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,23,Y,18.8,122,,,,,,"20 detections, temp ranged 18.0-19.6"
6/14/2017,BOR,5,,10T,379170,4705345,,,,trib,thomason ck,Thomason Creek,,thomason ck,250,23,Y,15.6,235,,,1.2,,,"Thomason Creek, pH 7.01, DO 7.52"
6/23/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,19.6,182,,,,,,"206 detections, temp ranged 10.2-22.2, moved into bay"
7/6/2017,Jordan Ortega,4,,,,,,,,trib,pelican bay,Pelican Bay,,Boat ramp,250,23,,8.4,103,93,,,,,
7/7/2017,William Tinniswood,15,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay,,250,23,Y,9.2,,,19.7,,,,
7/19/2017,NH,4,,,,,,,,trib,pelican bay,Pelican Bay,Rocky Pt,rocky pt dock,250,23,Y,11.6,133,84,,,,,
7/24/2017,Jordan Ortega,16,,,,,,,,trib,pelican bay,Pelican Bay,,,250,23,Y,9.2,75,70,22.2,0.9,,,Off shore pelican bay shoreline
7/24/2017,Jordan Ortega,17,,,,,,,,trib,pelican bay,Pelican Bay,,,250,23,Y,8.4,64,70,22.2,1,,,Center of bay b4 harriman
8/8/2017,Nick Hahlbeck,1,,,,,,42.4582,-122.0737,trib,pelican bay,Pelican Bay,Pelican Bay Station,,250,23,Y,14.8,140,75,,,,,
8/8/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,232,,,,,,"3711 detections, inward antenna from late morning until night of 8/9, then in between until morning of 8/10, then outward antenna until morning of 8/12"
8/12/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,17.2,107,,,,,,27 detections on outward antenna from evening to next morning
8/13/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,16.4,130,,,,,,35 detections on outward antenna from evening to next morning
8/14/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,127,,,,,,14 detections on outward antenna from evening to next morning
8/16/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,137,,,,,,39 detections on outward antenna from evening to next morning
8/17/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,114,,,,,,9 detections on outward antenna from evening to next morning
8/19/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,180,,,,,,214 detections on outward antenna from evening to next morning
8/22/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,121,,,,,,16 detections on outward antenna from evening to next morning
8/24/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,105,,,,,,17 detections on outward antenna from evening to next morning
8/25/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,123,,,,,,15 detections on outward antenna from evening to next morning
8/27/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,,16.4,92,,,,,,5 detections on outward antenna from evening to next morning
8/29/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,111,,,,,,"26 detections on outward antenna in night to early morning 8/30, temp ranged 11.6-17.2"
8/30/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,109,,,,,,"8 detections on outward antenna in late evening to early morning 8/31, temp ranged 14.0-18.0"
9/1/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,138,,,,,,"214 detections on outward antenna in late evening to early morning 9/2, temp ranged 13.2-17.2"
9/2/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,120,,,,,,"60 detections on outward antenna in late evening to early morning 9/3, temp ranged 10.0-18.0"
9/3/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,15.6,104,,,,,,"100 detections on outward antenna in late evening to early morning 9/4, temp ranged 13.2-18.0"
9/4/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,100,,,,,,"67 detections on outward antenna in night to early morning 9/5, temp ranged 10.0-18.0"
9/7/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,101,,,,,,"6 detections on outward antenna at night, temp ranged 14.8-16.4"
9/12/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,90,,,,,,"6 detections on outward antenna in evening, temp ranged 14.8-15.6"
9/15/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,23,Y,14.8,124,,,,,,"6 detections on outward antenna at night and then early next morning, temp ranged 10.8-14.8"
10/16/2017,JA,60,,,,,,,,lake,lake,,,in flight ball bay S end,250,23,Y,,,,,,,,
11/9/2017,STATION,3,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,23,Y,5.2,255,,,,,,"26 detections, temp ranged   4.4-5.2"
11/11/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array03,250,23,,,,,,,,,
11/21/2017,William Tinniswood,11,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,odfw boat ramp,250,23,Y,6,,,,,,,
11/22/2017,William Tinniswood,8,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,ODFW boat ramp,250,23,,,,,,,,,
11/29/2017,William Tinniswood,3,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,above Chiloquin Bridge,250,23,Y,,,,,,,,
12/5/2017,William Tinniswood,6,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Above chiloquin bridge Wampler,250,23,Y,5.2,,,,,,,
12/7/2017,William Tinniswood,5,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,above chiloquin bridge,250,23,Y,,,,,,,,
12/15/2017,William Tinniswood,6,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Wamplers above Chiloquin Bridge,250,23,Y,4.4,,,,,,,
1/4/2018,William Tinniswood,3,,,,,,,,trib,spring ck,Spring Creek,Spring Creek Picnic area,Upper Picnic area spawning site,250,23,Y,6,,,,,,,
1/10/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek picnic area,,250,23,Y,5.2,,,,,,,
1/13/2018,William Tinniswood,2,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area,250,23,Y,6.8,,,,,,,
1/14/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7,250,23,Y,6.8,,,,,,,Did not observe snorkeling. Four total tribal fisherman observed today. Did not catch anything. They also tried bow and arrow fishing
1/15/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7 near lwd on left bank looking upstream just downstream from bathrooms.,250,23,Y,6,,,,,,,Pin pointed exact location. Did not observe snorkeling for two passes and counting for three passes by boat. Fish were located near most popular fishing site for tribes
1/17/2018,William Tinniswood,5,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area,250,23,Y,6,,,,,,,
1/18/2018,William Tinniswood,12,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,250,23,Y,6,,,,,,,
1/24/2018,William Tinniswood,3,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7,250,23,Y,6,,,,,,,
1/26/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area,250,23,Y,6,,,,,,,same
1/29/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7,250,23,Y,6.8,,,,,,,
2/1/2018,William Tinniswood,1,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7,250,23,Y,6.8,,,,,,,"Near most lwd with root wads placed near regulation sign, near most popular area for fishing. Straight back from bathrooms"
2/2/2018,William Tinniswood,2,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,Picnic area rm 0.7,250,23,Y,6.8,,,,,,,"Near most lwd with root wads placed near regulation sign, near most popular area for fishing. Straight back from bathrooms"
2/5/2018,William Tinniswood,4,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,250,23,Y,6.8,,,,,,,
2/6/2018,William Tinniswood,3,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,250,23,Y,6.8,,,,,,,
2/7/2018,William Tinniswood,3,,,,,,,,trib,spring ck,Spring Creek,Spring Creek,picnic area,250,23,Y,6.8,,,,,,,
2/21/2018,William Tinniswood,1,,,,,,,,dead,dead,Spring Creek,Spring Creek,picnic area,250,23,N,,,,,,,,
2/28/2018,William Tinniswood,7,,,,,,,,dead,dead,spring creek,spring creek,picnic area,250,23,n,6,,,,,,,
8/16/2018,NH,4,,,,,,,,dead,dead,Williamson R,,spring ck logging museum picnic area,250,23,N,6.8,,,,,,,
4/15/2017,NH,6,,,,,,,,release,release,UKL,,Shoalwater Bay,250,24,Y,,,,,,,,release site
5/15/2017,MR,2,,,,,,42.58155,-121.94189,trib,wood delta,Wood R,Mainstem: Delta,wood river station near wood river delta,250,24,Y,11.6,43,85,,,,,"""wood river station"" refers to old location on usgs gauge before moved downstream -NH"
5/25/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,250,,,,,,"1001 detections, temp ranged 13.2-19.6"
5/27/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,15.6,58,,,,,,"11 detections, temp ranged 14.8-18.0"
5/31/2017,William Tinniswood,4,,,,,,,,trib,wood delta,Agency L,,Mallard bay,250,24,Y,19.6,67,74,19.6,,,,
6/7/2017,BOR,18,,10T,587439,4713560,,,,trib,wood delta,Agency L,Wood River Delta,wood river mouth,250,24,Y,15.6,252,,15.9,1.8,,,"Wood River mouth/ WQ Taken@ 1meter, pH 7.44, DO 9.35"
6/8/2017,NH,3,,,,,,,,trib,wood delta,Agency L,,just S of blm property on modoc pt rd in agency,250,24,,14.8,64,,,,,,changed from 210 to 250 24 -NH
6/8/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,11.6,201,,,,,,"8336 detections, temp ranged 9.2-20.4"
6/12/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,16.4,216,,,,,,"approx. 3800 detections till 6/22, temp ranged 9.2-21.2"
6/15/2017,Matt Wyatt,17,42 34.1175 N    121 56.0584 W::6/15/17 at 22:59:11 (UTC),10T,5.87E+05,4.71E+06,1276.5 M,42.568742 N,121.935033 W,trib,wood delta,Agency L,Wood R delta,Mouth,250,24,Y,13.2,77,75,12.9,,,,
6/23/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,16.4,64,,,,,,"6 detections, temp ranged 15.6-16.4"
6/25/2017,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,17.2,94,,,,,,"24 detections, temp ranged 15.6-20.4"
6/28/2017,NH,7,,,,,,42.56783,-121.93625,trib,wood delta,Agency L,Mainstem: Delta,between 2 eastern wood mouths closer to E one,250,24,Y,17.2,95,75,22.5,,submerged veg,,
7/10/2017,Jordan Ortega,3,42 34.0296 N    121 56.2053 W::7/10/17 at 19:27:29 (UTC),10T,5.87E+05,4.71E+06,1258.2 M,42.567160 N,121.936755 W,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,15.6,255,52,22,,,,
8/17/2017,Nick Hahlbeck,1,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,15.6,108,70,22,0.8,,,
8/29/2017,William Tinniswood,10,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,14,114,22,,,,,
9/3/2017,STATION,7,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,59,,,,,,5 detections
9/5/2017,STATION,11,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,15.6,69,,,,,,"156 detections, temp ranged 14.8-20.4"
9/6/2017,STATION,13,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,11.6,58,,,,,,"30 detections, temp ranged 11.6-19.6"
9/7/2017,STATION,11,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,15.6,75,,,,,,"117 detections, temp ranged 10.8-18.8"
9/8/2017,STATION,15,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,103,,,,,,"398 detections, temp ranged 11.6-17.2"
9/11/2017,STATION,5,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,75,,,,,,"185 detections, temp ranged 11.6-16.4"
9/12/2017,STATION,10,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,11.6,58,,,,,,"33 detections, temp ranged 10.8-12.4"
9/13/2017,STATION,6,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,11.6,64,,,,,,"151 detections, temp ranged 10.8-14.8"
9/14/2017,STATION,5,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,75,,,,,,"374 detections, temp ranged  7.6-15.6"
9/15/2017,STATION,5,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,94,,,,,,"342 detections, temp ranged  8.4-12.4"
9/16/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10.8,72,,,,,,"372 detections, temp ranged  7.6-13.2"
9/23/2017,William Tinniswood,1,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,10,,,,,,,Picked up from address 38012 Modoc Point road
9/24/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,63,,,,,,"8 detections, temp ranged  8.4-12.4"
9/25/2017,William Tinniswood,2,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,11.6,37,,,,,,Picked up from address 38012 Modoc Point road
9/25/2017,William Tinniswood,13,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,11.6,37,,,,,,
9/25/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,47,,,,,,"7 detections, temp ranged  8.4-10.0"
9/28/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,63,,,,,,"137 detections, temp ranged  9.2-11.6"
9/29/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,75,,,,,,"58 detections, temp ranged  7.6-11.6"
9/30/2017,William Tinniswood,3,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,10.8,,,,,,,Read up to 11.2.Picked up from address 38012 Modoc Point road
9/30/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,115,,,,,,"357 detections, temp ranged  7.6-13.2"
10/1/2017,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,79,,,,,,"114 detections, temp ranged  7.6-11.6"
10/7/2017,William Tinniswood,2,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,Y,10.2,,,,,,,Was not picked up on prior survey.Picked up from address 38012 Modoc Point road
10/7/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,77,,,,,,"137 detections, temp ranged  7.6-11.6"
10/8/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,72,,,,,,"477 detections, temp ranged  7.6-12.4"
10/9/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,75,,,,,,"64 detections, temp ranged  7.6-10.8"
10/10/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,102,,,,,,"326 detections, temp ranged  7.6-11.6"
